2018-05-28 13:56:38,563 DEBUG - External roles got after 570ms
2018-05-28 13:56:39,327 DEBUG - Role made for each external role after 1334ms
2018-05-28 13:56:40,446 DEBUG - Permission Role Read has already been given to 11
2018-05-28 13:56:40,478 DEBUG - Permission User Read has already been given to 11
2018-05-28 13:56:41,090 DEBUG - Synchronised membership after 3098ms
2018-05-28 13:56:41,145 INFO  - Resetting session timeout to enabled
2018-05-28 13:56:41,180 INFO  - Resetting session timeout process to 5 minute interval.
2018-05-28 13:56:42,926 INFO  - The Explorer host is up and running.
2018-05-28 13:56:42,958 DEBUG - Starting query: 'SchemaVersions?$orderby=Major desc,Minor desc,Patch desc,Compile desc&$top=1' at '08:26:42.9589148'.
2018-05-28 13:56:43,135 DEBUG - Constructing Query Executor for '_none_'.
2018-05-28 13:56:43,147 DEBUG - Session opened.
2018-05-28 13:56:43,157 DEBUG - Query executor created.
2018-05-28 13:56:43,277 DEBUG - Starting query: 'SchemaVersions?$orderby=Major desc,Minor desc,Patch desc,Compile desc&$top=1' at '08:26:43.2773448'.
2018-05-28 13:56:43,290 DEBUG - Constructing Query Executor for '_none_'.
2018-05-28 13:56:43,298 DEBUG - Session opened.
2018-05-28 13:56:43,306 DEBUG - Query executor created.
2018-05-28 13:56:43,785 INFO  - Data services successfully refreshed for host https://localhost:5555.
2018-05-28 13:56:43,816 DEBUG - Refreshing all agents for explorer DataService
2018-05-28 13:56:43,827 DEBUG - Refreshing all agents for explorer DataServiceAudit
2018-05-28 13:56:44,649 DEBUG - GetUserFromToken took 112ms
2018-05-28 13:56:44,649 DEBUG - GetUserFromToken took 112ms
2018-05-28 13:56:44,649 DEBUG - GetUserFromToken took 112ms
2018-05-28 13:56:44,764 DEBUG - First time membership synchronisation for membership
2018-05-28 13:56:45,031 DEBUG - Permission ApiKey Create has already been given to 11
2018-05-28 13:56:45,060 DEBUG - Permission ApiKey Delete has already been given to 11
2018-05-28 13:56:45,091 DEBUG - Permission PermissionGroupDataLevelPermission Read has already been given to 11
2018-05-28 13:56:45,122 DEBUG - Permission PermissionGroupDataLevelPermission Create has already been given to 11
2018-05-28 13:56:45,158 DEBUG - Permission PermissionGroupDataLevelPermission Update has already been given to 11
2018-05-28 13:56:45,188 DEBUG - Permission PermissionGroupDataLevelPermission Delete has already been given to 11
2018-05-28 13:56:45,217 DEBUG - Permission PermissionGroup Read has already been given to 11
2018-05-28 13:56:45,245 DEBUG - Permission PermissionGroup Create has already been given to 11
2018-05-28 13:56:45,274 DEBUG - Permission PermissionGroup Update has already been given to 11
2018-05-28 13:56:45,303 DEBUG - Permission PermissionGroup Delete has already been given to 11
2018-05-28 13:56:45,332 DEBUG - Permission PermissionGroupServiceLevelPermission Read has already been given to 11
2018-05-28 13:56:45,363 DEBUG - Permission PermissionGroupServiceLevelPermission Create has already been given to 11
2018-05-28 13:56:45,392 DEBUG - Permission PermissionGroupServiceLevelPermission Update has already been given to 11
2018-05-28 13:56:45,423 DEBUG - Permission PermissionGroupServiceLevelPermission Delete has already been given to 11
2018-05-28 13:56:45,456 DEBUG - Permission PersonalData Read has already been given to 11
2018-05-28 13:56:45,489 DEBUG - Permission Role Create has already been given to 11
2018-05-28 13:56:45,518 DEBUG - Permission Role Update has already been given to 11
2018-05-28 13:56:45,548 DEBUG - Permission Role Delete has already been given to 11
2018-05-28 13:56:45,579 DEBUG - Permission Role Read has already been given to 11
2018-05-28 13:56:45,609 DEBUG - Permission Setting Read has already been given to 11
2018-05-28 13:56:45,638 DEBUG - Permission User Create has already been given to 11
2018-05-28 13:56:45,668 DEBUG - Permission User Update has already been given to 11
2018-05-28 13:56:45,702 DEBUG - Permission User Delete has already been given to 11
2018-05-28 13:56:45,737 DEBUG - Permission User Read has already been given to 11
2018-05-28 13:56:45,768 DEBUG - Permission UserStateChange Read has already been given to 11
2018-05-28 13:56:45,798 DEBUG - Permission ApiKeyAudit Read has already been given to 11
2018-05-28 13:56:45,831 DEBUG - Permission UserRoleAudit Read has already been given to 11
2018-05-28 13:56:45,860 DEBUG - Permission RoleAudit Read has already been given to 11
2018-05-28 13:56:45,890 DEBUG - Permission UserAudit Read has already been given to 11
2018-05-28 13:56:45,923 DEBUG - Permission DataLevelPermission Create has already been given to 11
2018-05-28 13:56:45,958 DEBUG - Permission DataLevelPermission Delete has already been given to 11
2018-05-28 13:56:45,990 DEBUG - Permission DataLevelPermission Update has already been given to 11
